accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,top5_accuracy,roc_auc_macro
0.5897743638982237,0.7365069147538801,0.6642756731600049,0.6402031711622799,0.6247493758798894,0.9576609180545811,0.9359335364239368
