accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,top5_accuracy,roc_auc_macro
0.4915801912921452,0.36667322180672923,0.38590739674810826,0.35990755044712497,0.5002461977378804,0.8801469773625319,0.8607707946254954
